x,y,z
12.225000,12.225000,12.225000
2.037500,14.262500,12.225000
6.112500,14.262500,12.225000
10.187500,14.262500,12.225000
14.262500,14.262500,12.225000
2.037500,0.000000,14.262500
6.112500,0.000000,14.262500
10.187500,0.000000,14.262500
14.262500,0.000000,14.262500
0.000000,2.037500,14.262500
4.075000,2.037500,14.262500
8.150000,2.037500,14.262500
12.225000,2.037500,14.262500
2.037500,4.075000,14.262500
6.112500,4.075000,14.262500
10.187500,4.075000,14.262500
14.262500,4.075000,14.262500
0.000000,6.112500,14.262500
4.075000,6.112500,14.262500
8.150000,6.112500,14.262500
12.225000,6.112500,14.262500
2.037500,8.150000,14.262500
6.112500,8.150000,14.262500
10.187500,8.150000,14.262500
14.262500,8.150000,14.262500
0.000000,10.187500,14.262500
4.075000,10.187500,14.262500
8.150000,10.187500,14.262500
12.225000,10.187500,14.262500
2.037500,12.225000,14.262500
6.112500,12.225000,14.262500
10.187500,12.225000,14.262500
14.262500,12.225000,14.262500
0.000000,14.262500,14.262500
4.075000,14.262500,14.262500
8.150000,14.262500,14.262500
12.225000,14.262500,14.262500
